WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
9A:B5:2E:35:20:6F,ARCOS_VIEW_0049,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-88,-22.913263,-43.180056,7.0,4.0,WIFI
4E:2D:D4:79:A0:F6,ARCOS_PASS_0044,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-60,-22.913263,-43.180056,7.0,4.0,WIFI
5E:3A:61:0B:00:3B,CINELANDIA_MESH_0020,[OPEN],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-67,-22.913263,-43.180056,7.0,4.0,WIFI
EA:14:66:BB:ED:76,LAPA_HUB_0006,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-66,-22.913263,-43.180056,7.0,4.0,WIFI
AE:4E:E0:33:AE:08,BONDE_TERRACE_0043,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-66,-22.913263,-43.180056,7.0,4.0,WIFI
4A:96:D6:B3:A5:22,BONDE_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,2,2417,-70,-22.913263,-43.180056,7.0,4.0,WIFI
CE:3E:3E:B3:93:37,CARIOCA_KIOSK_0022,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,8,2447,-57,-22.913263,-43.180056,7.0,4.0,WIFI
DE:6F:17:B9:8B:03,LAPA_GUEST_0001,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-77,-22.913263,-43.180056,7.0,4.0,WIFI
06:27:4C:3B:A9:7F,BONDE_TERRACE_0023,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-77,-22.913263,-43.180056,7.0,4.0,WIFI
FA:B8:1A:77:BE:CA,BONDE_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,5,2432,-67,-22.913263,-43.180056,7.0,4.0,WIFI
82:60:3F:2E:51:59,ARCOS_PASS_0014,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-88,-22.913263,-43.180056,7.0,4.0,WIFI
FA:4F:96:12:90:D2,CARIOCA_LOUNGE_0017,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-84,-22.913263,-43.180056,7.0,4.0,WIFI
6E:63:12:29:56:A4,ARCOS_VIEW_0019,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,2,2417,-82,-22.913263,-43.180056,7.0,4.0,WIFI
AE:C6:8B:85:7D:1B,CARIOCA_LOUNGE_0047,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-72,-22.913263,-43.180056,7.0,4.0,WIFI
02:41:A2:62:4A:73,ARCOS_VIEW_0009,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,11,2462,-63,-22.913263,-43.180056,7.0,4.0,WIFI
BE:8F:94:EC:A9:EC,LAPA_GUEST_0041,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,3,2422,-91,-22.913263,-43.180056,7.0,4.0,WIFI
0A:83:92:18:B1:2B,LAPA_GUEST_0031,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-76,-22.913263,-43.180056,7.0,4.0,WIFI
3E:7B:5F:06:82:25,CINELANDIA_STUDIO_0045,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,11,2462,-82,-22.913263,-43.180056,7.0,4.0,WIFI
C6:E4:F9:36:1D:42,CARIOCA_KIOSK_0002,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,10,2457,-82,-22.913263,-43.180056,7.0,4.0,WIFI
