WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:54Z,2026-04-11T02:05:00Z,157,5785,-66,-22.969824,-43.182837,7.0,5.3,WIFI
4E:9C:0B:E6:83:C5,IPANEMA_LINK_0038,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-87,-22.969824,-43.182837,7.0,4.0,WIFI
1A:BC:0C:CB:1D:1D,ARPOADOR_KIOSK_0002,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-78,-22.969824,-43.182837,7.0,4.0,WIFI
16:2D:12:88:F0:9F,LAGOA_VIEW_0039,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,10,2457,-76,-22.969824,-43.182837,7.0,4.0,WIFI
42:18:4F:56:02:F3,IPANEMA_TERRACE_0003,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-61,-22.969824,-43.182837,7.0,4.0,WIFI
9E:69:D6:84:83:9E,LAGOA_PASS_0034,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-94,-22.969824,-43.182837,7.0,4.0,WIFI
FA:59:78:82:4E:55,LAGOA_PASS_0004,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-77,-22.969824,-43.182837,7.0,4.0,WIFI
5A:3A:05:D3:53:84,ORLA_STUDIO_0015,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,5,2432,-59,-22.969824,-43.182837,7.0,4.0,WIFI
BA:06:FA:3F:48:D6,ARPOADOR_KIOSK_0022,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-76,-22.969824,-43.182837,7.0,4.0,WIFI
36:C5:56:68:2C:DE,IPANEMA_TERRACE_0023,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-87,-22.969824,-43.182837,7.0,4.0,WIFI
3A:F8:A0:9D:61:1B,IPANEMA_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-81,-22.969824,-43.182837,7.0,4.0,WIFI
D6:E9:FD:7B:E8:BE,COPA_HUB_0036,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-74,-22.969824,-43.182837,7.0,4.0,WIFI
56:C1:D4:1D:95:12,ARPOADOR_KIOSK_0032,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-86,-22.969824,-43.182837,7.0,4.0,WIFI
EE:BA:51:32:24:29,ARPOADOR_LOUNGE_0027,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-73,-22.969824,-43.182837,7.0,4.0,WIFI
3A:BC:3E:48:26:D1,ARPOADOR_LOUNGE_0037,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,9,2452,-66,-22.969824,-43.182837,7.0,4.0,WIFI
CE:8C:19:7D:05:E9,ARPOADOR_LOUNGE_0007,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-68,-22.969824,-43.182837,7.0,4.0,WIFI
8A:50:85:04:FA:A0,IPANEMA_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-66,-22.969824,-43.182837,7.0,4.0,WIFI
AA:58:0D:61:6D:4B,LAGOA_PASS_0024,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,4,2427,-63,-22.969824,-43.182837,7.0,4.0,WIFI
02:FE:C4:D8:75:6B,ORLA_STUDIO_0035,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-80,-22.969824,-43.182837,7.0,4.0,WIFI
2E:14:5B:AF:26:A2,LAGOA_VIEW_0029,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-75,-22.969824,-43.182837,7.0,4.0,WIFI
86:48:70:09:AF:1D,ORLA_MESH_0010,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-67,-22.969824,-43.182837,7.0,4.0,WIFI
2A:07:E0:2B:BD:FB,IPANEMA_LINK_0018,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-85,-22.969824,-43.182837,7.0,4.0,WIFI
5E:CC:8C:0B:BD:B0,ORLA_MESH_0020,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-82,-22.969824,-43.182837,7.0,4.0,WIFI
1A:A1:B0:6F:EB:BC,IPANEMA_LINK_0008,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-79,-22.969824,-43.182837,7.0,4.0,WIFI
7A:75:44:98:37:26,ORLA_STUDIO_0025,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-77,-22.969824,-43.182837,7.0,4.0,WIFI
7E:ED:5C:48:0E:C9,ORLA_STUDIO_0005,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-84,-22.969824,-43.182837,7.0,4.0,WIFI
3A:F6:A4:69:70:C0,ARPOADOR_KIOSK_0012,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-68,-22.969824,-43.182837,7.0,4.0,WIFI
42:E4:74:84:DF:3E,ORLA_MESH_0030,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,4,2427,-83,-22.969824,-43.182837,7.0,4.0,WIFI
