timestamp,lat,lng,altitude_m,speed_kmh,accuracy_m
2026-04-11T02:05:00Z,-22.969824,-43.182837,7.0,17.0,4.0
2026-04-11T02:05:01Z,-22.96985,-43.182817,7.2,18.7,4.2
2026-04-11T02:05:02Z,-22.969876,-43.182797,7.4,20.4,4.4
2026-04-11T02:05:03Z,-22.969902,-43.182777,7.6,22.1,4.6
2026-04-11T02:05:04Z,-22.969929,-43.182758,7.8,23.8,4.8
2026-04-11T02:05:05Z,-22.969955,-43.182738,8.0,25.5,4.0
2026-04-11T02:05:06Z,-22.969981,-43.182718,8.2,27.2,4.2
2026-04-11T02:05:07Z,-22.970006,-43.182697,8.4,17.0,4.4
2026-04-11T02:05:08Z,-22.970031,-43.182676,8.6,18.7,4.6
2026-04-11T02:05:09Z,-22.970056,-43.182654,8.8,20.4,4.8
2026-04-11T02:05:10Z,-22.970081,-43.18264,9.0,22.1,4.0
2026-04-11T02:05:11Z,-22.970101,-43.182666,9.2,23.8,4.2
2026-04-11T02:05:12Z,-22.970121,-43.182693,9.4,25.5,4.4
2026-04-11T02:05:13Z,-22.970142,-43.18272,7.0,27.2,4.6
2026-04-11T02:05:14Z,-22.970162,-43.182747,7.2,17.0,4.8
2026-04-11T02:05:15Z,-22.970182,-43.182773,7.4,18.7,4.0
2026-04-11T02:05:16Z,-22.970203,-43.1828,7.6,20.4,4.2
2026-04-11T02:05:17Z,-22.970223,-43.182827,7.8,22.1,4.4
2026-04-11T02:05:18Z,-22.970243,-43.182853,8.0,23.8,4.6
2026-04-11T02:05:19Z,-22.970263,-43.18288,8.2,25.5,4.8
2026-04-11T02:05:20Z,-22.970284,-43.182907,8.4,27.2,4.0
2026-04-11T02:05:21Z,-22.970304,-43.182934,8.6,17.0,4.2
2026-04-11T02:05:22Z,-22.970324,-43.18296,8.8,18.7,4.4
2026-04-11T02:05:23Z,-22.970345,-43.182987,9.0,20.4,4.6
2026-04-11T02:05:24Z,-22.970365,-43.183014,9.2,22.1,4.8
2026-04-11T02:05:25Z,-22.970385,-43.18304,9.4,23.8,4.0
2026-04-11T02:05:26Z,-22.970406,-43.183067,7.0,25.5,4.2
2026-04-11T02:05:27Z,-22.970426,-43.183094,7.2,27.2,4.4
2026-04-11T02:05:28Z,-22.970446,-43.183121,7.4,17.0,4.6
2026-04-11T02:05:29Z,-22.970466,-43.183147,7.6,18.7,4.8
