WigleWifi-1.4,appRelease=1.0,device=Evil-Cardputer,model=cardputer
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
06:AA:11:22:33:45,BOTAFOGO_KIOSK_NET,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:54Z,2026-04-11T01:10:00Z,149,5745,-73,-22.946013,-43.182554,7.0,5.5,WIFI
BA:8E:55:6C:D8:2A,BOTAFOGO_KIOSK_0052,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,6,2437,-86,-22.946013,-43.182554,7.0,4.0,WIFI
C6:B2:BC:B4:4B:30,URCA_LINK_0038,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,5,2432,-69,-22.946013,-43.182554,7.0,4.0,WIFI
0E:F3:B1:3D:5D:23,URCA_LINK_0008,[OPEN],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,4,2427,-76,-22.946013,-43.182554,7.0,4.0,WIFI
B6:AF:36:7B:64:2A,ATERRO_GUEST_0011,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,11,2462,-70,-22.946013,-43.182554,7.0,4.0,WIFI
8E:28:F7:8C:20:5D,ATERRO_GUEST_0031,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,5,2432,-74,-22.946013,-43.182554,7.0,4.0,WIFI
86:24:36:01:60:68,URCA_LINK_0018,[WPA3-SAE-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,2,2417,-79,-22.946013,-43.182554,7.0,4.0,WIFI
CE:17:AC:1B:45:CC,PRAIA_VIEW_0049,[WPA3-SAE-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,3,2422,-63,-22.946013,-43.182554,7.0,4.0,WIFI
8A:56:A4:87:EC:EB,ATERRO_GUEST_0051,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,11,2462,-70,-22.946013,-43.182554,7.0,4.0,WIFI
EE:9F:42:E1:FD:6E,URCA_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,1,2412,-65,-22.946013,-43.182554,7.0,4.0,WIFI
