WigleWifi-1.4,appRelease=1.0,device=Evil-Cardputer,model=cardputer
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0E:11:22:33:44:63,GLORIA_PRESS_HUB,[WPA2-PSK-CCMP][ESS],2026-04-11T01:10:30Z,2026-04-11T01:10:38Z,44,5220,-72,-22.9253,-43.171545,8.6,5.7,WIFI
0E:11:22:33:44:63,GLORIA_PRESS_HUB,[WPA2-PSK-CCMP][ESS],2026-04-11T01:10:36Z,2026-04-11T01:10:44Z,44,5220,-65,-22.925981,-43.171745,8.9,5.5,WIFI
0E:11:22:33:44:63,GLORIA_PRESS_HUB,[WPA2-PSK-CCMP][ESS],2026-04-11T01:10:43Z,2026-04-11T01:10:52Z,44,5220,-71,-22.926802,-43.171983,9.2,5.7,WIFI
76:E8:5C:EF:4D:F6,URCA_LINK_08,[OPEN],2026-04-11T01:12:03Z,2026-04-11T01:12:11Z,11,2462,-75,-22.9354,-43.173591,12.3,5.8,WIFI
56:68:AA:95:C6:1C,URCA_LINK_28,[WPA2-PSK-CCMP][ESS],2026-04-11T01:12:03Z,2026-04-11T01:12:11Z,6,2437,-84,-22.9354,-43.173591,12.3,5.7,WIFI
A6:E9:25:EA:C6:04,ATERRO_GUEST_01,[WPA2-PSK-CCMP][ESS],2026-04-11T01:12:03Z,2026-04-11T01:12:11Z,157,5785,-87,-22.9354,-43.173591,12.3,5.8,WIFI
A6:E9:25:EA:C6:04,ATERRO_GUEST_01,[WPA2-PSK-CCMP][ESS],2026-04-11T01:12:05Z,2026-04-11T01:12:14Z,157,5785,-71,-22.935697,-43.173528,12.4,5.6,WIFI
76:E8:5C:EF:4D:F6,URCA_LINK_08,[OPEN],2026-04-11T01:12:05Z,2026-04-11T01:12:14Z,11,2462,-72,-22.935697,-43.173528,12.4,5.5,WIFI
56:68:AA:95:C6:1C,URCA_LINK_28,[WPA2-PSK-CCMP][ESS],2026-04-11T01:12:05Z,2026-04-11T01:12:14Z,6,2437,-86,-22.935697,-43.173528,12.4,5.5,WIFI
A6:E9:25:EA:C6:04,ATERRO_GUEST_01,[WPA2-PSK-CCMP][ESS],2026-04-11T01:12:05Z,2026-04-11T01:12:14Z,157,5785,-84,-22.935697,-43.173528,12.4,5.6,WIFI
