WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:54Z,2026-04-11T00:15:00Z,157,5785,-74,-22.903612,-43.174918,8.0,5.5,WIFI
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:54Z,2026-04-11T00:15:01Z,157,5785,-75,-22.90353,-43.174982,8.2,5.6,WIFI
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:54Z,2026-04-11T00:15:01Z,157,5785,-77,-22.903491,-43.175013,8.3,5.7,WIFI
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:02Z,157,5785,-78,-22.903447,-43.17505,8.3,5.8,WIFI
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:56Z,2026-04-11T00:15:03Z,157,5785,-80,-22.903391,-43.175096,8.5,5.9,WIFI
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:57Z,2026-04-11T00:15:04Z,157,5785,-80,-22.903359,-43.175121,8.5,6.0,WIFI
0A:CC:11:22:33:4E,PORTO_LINK_BACKHAUL,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:57Z,2026-04-11T00:15:04Z,157,5785,-85,-22.90334,-43.175135,8.6,6.0,WIFI
AA:E8:D5:E1:60:3C,LAPA_GUEST_01,[WPA2-PSK-CCMP][ESS],2026-04-11T00:15:59Z,2026-04-11T00:16:06Z,11,2462,-87,-22.90376,-43.1782,16.5,6.1,WIFI
A2:75:D4:9F:4D:62,CINELANDIA_STUDIO_15,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,149,5745,-70,-22.904544,-43.177899,17.9,5.7,WIFI
EE:59:44:0A:05:7B,CARIOCA_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,44,5220,-73,-22.904544,-43.177899,17.9,5.5,WIFI
AA:E8:D5:E1:60:3C,LAPA_GUEST_01,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,11,2462,-71,-22.904544,-43.177899,17.9,5.4,WIFI
E6:B6:8E:C3:64:35,BONDE_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,157,5785,-77,-22.904544,-43.177899,17.9,5.8,WIFI
A2:75:D4:9F:4D:62,CINELANDIA_STUDIO_15,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,149,5745,-78,-22.904544,-43.177899,17.9,5.8,WIFI
E6:B6:8E:C3:64:35,BONDE_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,157,5785,-85,-22.904544,-43.177899,17.9,6.1,WIFI
AA:E8:D5:E1:60:3C,LAPA_GUEST_01,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,11,2462,-81,-22.904544,-43.177899,17.9,5.9,WIFI
EE:59:44:0A:05:7B,CARIOCA_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,44,5220,-75,-22.904544,-43.177899,17.9,6.1,WIFI
3E:FF:A3:42:0B:B7,LAPA_GUEST_21,[WPA3-SAE-CCMP][ESS],2026-04-11T00:16:09Z,2026-04-11T00:16:16Z,157,5785,-87,-22.904544,-43.177899,17.9,6.0,WIFI
