WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:54Z,2026-04-11T02:05:00Z,157,5785,-69,-22.969824,-43.182837,7.0,5.4,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:53Z,2026-04-11T02:05:01Z,157,5785,-66,-22.96999,-43.182711,7.1,5.4,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:54Z,2026-04-11T02:05:02Z,157,5785,-65,-22.970078,-43.182636,7.1,5.3,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:00Z,2026-04-11T02:05:09Z,157,5785,-57,-22.970549,-43.183256,7.3,4.8,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:01Z,2026-04-11T02:05:10Z,157,5785,-55,-22.970646,-43.183393,7.4,4.8,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:03Z,2026-04-11T02:05:12Z,157,5785,-56,-22.970768,-43.183535,7.5,4.7,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:03Z,2026-04-11T02:05:12Z,157,5785,-55,-22.970793,-43.18357,7.5,4.6,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:14Z,2026-04-11T02:05:22Z,157,5785,-60,-22.971621,-43.184529,7.9,4.8,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:14Z,2026-04-11T02:05:23Z,157,5785,-57,-22.971642,-43.184552,7.9,4.8,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:15Z,2026-04-11T02:05:24Z,157,5785,-61,-22.971745,-43.184658,7.9,4.9,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:16Z,2026-04-11T02:05:24Z,157,5785,-57,-22.971785,-43.184699,7.9,5.0,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:17Z,2026-04-11T02:05:26Z,157,5785,-63,-22.971897,-43.184812,8.0,5.1,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:24Z,2026-04-11T02:05:32Z,157,5785,-71,-22.972464,-43.185353,8.2,5.6,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:25Z,2026-04-11T02:05:34Z,157,5785,-74,-22.972625,-43.185507,8.3,5.7,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:30Z,2026-04-11T02:05:38Z,157,5785,-77,-22.972995,-43.185845,8.5,5.8,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:31Z,2026-04-11T02:05:39Z,157,5785,-77,-22.973105,-43.185942,8.5,5.7,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:32Z,2026-04-11T02:05:41Z,157,5785,-75,-22.973259,-43.186061,8.6,5.5,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:39Z,2026-04-11T02:05:47Z,157,5785,-61,-22.973843,-43.186549,8.8,4.9,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:39Z,2026-04-11T02:05:47Z,36,5180,-73,-22.973843,-43.186549,8.8,5.7,WIFI
CE:CA:05:31:28:D3,IPANEMA_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:39Z,2026-04-11T02:05:47Z,44,5220,-74,-22.973843,-43.186549,8.8,5.3,WIFI
5E:5E:50:32:F4:0B,ARPOADOR_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:39Z,2026-04-11T02:05:47Z,6,2437,-66,-22.973843,-43.186549,8.8,5.3,WIFI
66:3F:C6:75:35:41,LAGOA_VIEW_29,[OPEN],2026-04-11T02:05:39Z,2026-04-11T02:05:47Z,44,5220,-86,-22.973843,-43.186549,8.8,5.5,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:40Z,2026-04-11T02:05:49Z,157,5785,-61,-22.974003,-43.186669,8.9,4.8,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:40Z,2026-04-11T02:05:49Z,36,5180,-73,-22.974003,-43.186669,8.9,5.5,WIFI
CE:CA:05:31:28:D3,IPANEMA_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:40Z,2026-04-11T02:05:49Z,44,5220,-73,-22.974003,-43.186669,8.9,5.2,WIFI
5E:5E:50:32:F4:0B,ARPOADOR_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:40Z,2026-04-11T02:05:49Z,6,2437,-61,-22.974003,-43.186669,8.9,5.1,WIFI
66:3F:C6:75:35:41,LAGOA_VIEW_29,[OPEN],2026-04-11T02:05:40Z,2026-04-11T02:05:49Z,44,5220,-85,-22.974003,-43.186669,8.9,5.3,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:40Z,2026-04-11T02:05:49Z,36,5180,-77,-22.974003,-43.186669,8.9,5.6,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:43Z,2026-04-11T02:05:51Z,157,5785,-56,-22.974229,-43.186835,8.9,4.6,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:43Z,2026-04-11T02:05:51Z,36,5180,-66,-22.974229,-43.186835,8.9,5.1,WIFI
CE:CA:05:31:28:D3,IPANEMA_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:43Z,2026-04-11T02:05:51Z,44,5220,-64,-22.974229,-43.186835,8.9,4.9,WIFI
5E:5E:50:32:F4:0B,ARPOADOR_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:43Z,2026-04-11T02:05:51Z,6,2437,-58,-22.974229,-43.186835,8.9,4.9,WIFI
66:3F:C6:75:35:41,LAGOA_VIEW_29,[OPEN],2026-04-11T02:05:43Z,2026-04-11T02:05:51Z,44,5220,-77,-22.974229,-43.186835,8.9,5.1,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:43Z,2026-04-11T02:05:51Z,36,5180,-74,-22.974229,-43.186835,8.9,5.4,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:46Z,2026-04-11T02:05:54Z,157,5785,-55,-22.974488,-43.187021,9.0,4.5,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:46Z,2026-04-11T02:05:54Z,36,5180,-56,-22.974488,-43.187021,9.0,4.7,WIFI
CE:CA:05:31:28:D3,IPANEMA_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:46Z,2026-04-11T02:05:54Z,44,5220,-65,-22.974488,-43.187021,9.0,4.7,WIFI
5E:5E:50:32:F4:0B,ARPOADOR_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:46Z,2026-04-11T02:05:54Z,6,2437,-55,-22.974488,-43.187021,9.0,4.7,WIFI
66:3F:C6:75:35:41,LAGOA_VIEW_29,[OPEN],2026-04-11T02:05:46Z,2026-04-11T02:05:54Z,44,5220,-73,-22.974488,-43.187021,9.0,4.9,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:46Z,2026-04-11T02:05:54Z,36,5180,-70,-22.974488,-43.187021,9.0,5.1,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,36,5180,-52,-22.974771,-43.187217,9.2,4.3,WIFI
CE:CA:05:31:28:D3,IPANEMA_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,44,5220,-55,-22.974771,-43.187217,9.2,4.4,WIFI
5E:5E:50:32:F4:0B,ARPOADOR_KIOSK_22,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,6,2437,-48,-22.974771,-43.187217,9.2,4.4,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,157,5785,-57,-22.974771,-43.187217,9.2,4.5,WIFI
66:3F:C6:75:35:41,LAGOA_VIEW_29,[OPEN],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,44,5220,-74,-22.974771,-43.187217,9.2,4.6,WIFI
72:4E:AE:9B:3B:E8,ORLA_STUDIO_15,[WPA3-SAE-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,36,5180,-62,-22.974771,-43.187217,9.2,4.8,WIFI
66:3F:C6:75:35:41,LAGOA_VIEW_29,[OPEN],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,44,5220,-87,-22.974771,-43.187217,9.2,5.7,WIFI
CE:CA:05:31:28:D3,IPANEMA_LINK_08,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,44,5220,-87,-22.974771,-43.187217,9.2,5.7,WIFI
02:31:11:3E:7E:96,LAGOA_PASS_34,[WPA2-PSK-CCMP][ESS],2026-04-11T02:05:48Z,2026-04-11T02:05:57Z,1,2412,-77,-22.974771,-43.187217,9.2,5.5,WIFI
