WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:54Z,2026-04-11T02:05:00Z,157,5785,-66,-22.969824,-43.182837,7.0,5.3,WIFI
4E:A0:CD:AD:1F:AE,IPANEMA_LINK_0038,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-87,-22.969824,-43.182837,7.0,4.0,WIFI
FA:10:65:00:51:3F,ARPOADOR_KIOSK_0002,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-78,-22.969824,-43.182837,7.0,4.0,WIFI
76:81:6D:42:60:8B,LAGOA_VIEW_0039,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,10,2457,-76,-22.969824,-43.182837,7.0,4.0,WIFI
7E:08:11:BD:4B:CD,IPANEMA_TERRACE_0003,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-61,-22.969824,-43.182837,7.0,4.0,WIFI
96:E7:69:46:A1:EB,LAGOA_PASS_0034,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-94,-22.969824,-43.182837,7.0,4.0,WIFI
22:4A:3E:DB:F4:5F,LAGOA_PASS_0004,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-77,-22.969824,-43.182837,7.0,4.0,WIFI
7A:D2:4D:DF:72:F4,ORLA_STUDIO_0015,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,5,2432,-59,-22.969824,-43.182837,7.0,4.0,WIFI
C2:24:6B:A9:21:79,ARPOADOR_KIOSK_0022,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-76,-22.969824,-43.182837,7.0,4.0,WIFI
F6:85:74:9A:8B:5A,IPANEMA_TERRACE_0023,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-87,-22.969824,-43.182837,7.0,4.0,WIFI
FA:D0:E4:D6:4A:9A,IPANEMA_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-81,-22.969824,-43.182837,7.0,4.0,WIFI
5A:DD:6D:F9:DA:21,COPA_HUB_0036,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-74,-22.969824,-43.182837,7.0,4.0,WIFI
82:58:18:04:76:33,ARPOADOR_KIOSK_0032,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-86,-22.969824,-43.182837,7.0,4.0,WIFI
76:AC:AD:EA:D8:B3,ARPOADOR_LOUNGE_0027,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-73,-22.969824,-43.182837,7.0,4.0,WIFI
1E:5B:60:E4:8E:A4,ARPOADOR_LOUNGE_0037,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,9,2452,-66,-22.969824,-43.182837,7.0,4.0,WIFI
86:51:E3:0B:46:44,ARPOADOR_LOUNGE_0007,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-68,-22.969824,-43.182837,7.0,4.0,WIFI
F2:AA:31:50:35:52,IPANEMA_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-66,-22.969824,-43.182837,7.0,4.0,WIFI
BA:D3:6A:2C:CB:87,LAGOA_PASS_0024,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,4,2427,-63,-22.969824,-43.182837,7.0,4.0,WIFI
DA:21:4B:C1:73:7D,ORLA_STUDIO_0035,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-80,-22.969824,-43.182837,7.0,4.0,WIFI
72:0E:D1:75:E9:CA,LAGOA_VIEW_0029,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-75,-22.969824,-43.182837,7.0,4.0,WIFI
72:09:CE:4A:E8:4C,ORLA_MESH_0010,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-67,-22.969824,-43.182837,7.0,4.0,WIFI
5E:96:8B:8C:6E:BB,IPANEMA_LINK_0018,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-85,-22.969824,-43.182837,7.0,4.0,WIFI
46:DF:82:D5:60:17,ORLA_MESH_0020,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-82,-22.969824,-43.182837,7.0,4.0,WIFI
2A:01:E4:EB:C7:24,IPANEMA_LINK_0008,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-79,-22.969824,-43.182837,7.0,4.0,WIFI
76:D5:08:4D:69:8B,ORLA_STUDIO_0025,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-77,-22.969824,-43.182837,7.0,4.0,WIFI
06:C7:BA:9C:53:B6,ORLA_STUDIO_0005,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,7,2442,-84,-22.969824,-43.182837,7.0,4.0,WIFI
FA:3A:57:BB:1E:B1,ARPOADOR_KIOSK_0012,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-68,-22.969824,-43.182837,7.0,4.0,WIFI
9A:97:56:1E:74:17,ORLA_MESH_0030,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,4,2427,-83,-22.969824,-43.182837,7.0,4.0,WIFI
