WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
56:37:58:F0:D6:08,ARCOS_VIEW_0049,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-88,-22.913263,-43.180056,7.0,4.0,WIFI
6A:FC:AD:14:9F:16,ARCOS_PASS_0044,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-60,-22.913263,-43.180056,7.0,4.0,WIFI
C2:09:42:88:09:39,CINELANDIA_MESH_0020,[OPEN],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-67,-22.913263,-43.180056,7.0,4.0,WIFI
46:3A:22:41:E8:E7,LAPA_HUB_0006,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-66,-22.913263,-43.180056,7.0,4.0,WIFI
EA:2F:14:A2:E2:A5,BONDE_TERRACE_0043,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-66,-22.913263,-43.180056,7.0,4.0,WIFI
76:D4:B3:8B:60:F3,LAPA_GUEST_0001,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-77,-22.913263,-43.180056,7.0,4.0,WIFI
52:C0:17:A0:C2:31,BONDE_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,2,2417,-70,-22.913263,-43.180056,7.0,4.0,WIFI
2A:A5:06:84:3A:66,BONDE_TERRACE_0023,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-77,-22.913263,-43.180056,7.0,4.0,WIFI
FE:19:D1:F7:85:06,CARIOCA_KIOSK_0022,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,8,2447,-57,-22.913263,-43.180056,7.0,4.0,WIFI
EE:D5:8D:0D:A0:52,ARCOS_PASS_0014,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-88,-22.913263,-43.180056,7.0,4.0,WIFI
2A:10:51:C5:FE:84,BONDE_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,5,2432,-67,-22.913263,-43.180056,7.0,4.0,WIFI
42:15:75:78:8C:4D,ARCOS_VIEW_0019,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,2,2417,-82,-22.913263,-43.180056,7.0,4.0,WIFI
86:BC:96:9B:ED:46,CARIOCA_LOUNGE_0017,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-84,-22.913263,-43.180056,7.0,4.0,WIFI
46:CD:E5:8A:35:C4,CARIOCA_LOUNGE_0047,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,6,2437,-72,-22.913263,-43.180056,7.0,4.0,WIFI
C6:42:83:04:CB:5C,ARCOS_VIEW_0009,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,11,2462,-63,-22.913263,-43.180056,7.0,4.0,WIFI
4E:33:A7:00:63:9C,LAPA_GUEST_0041,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,3,2422,-91,-22.913263,-43.180056,7.0,4.0,WIFI
32:55:E9:9C:E7:55,CINELANDIA_STUDIO_0045,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,11,2462,-82,-22.913263,-43.180056,7.0,4.0,WIFI
22:36:A3:59:61:D4,LAPA_GUEST_0031,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,1,2412,-76,-22.913263,-43.180056,7.0,4.0,WIFI
4E:70:65:9C:C3:CE,LAPA_HUB_0026,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,5,2432,-91,-22.913263,-43.180056,7.0,4.0,WIFI
5A:82:8E:F2:45:E0,CARIOCA_KIOSK_0002,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,10,2457,-82,-22.913263,-43.180056,7.0,4.0,WIFI
2E:BA:83:7A:BF:E3,BONDE_LINK_0048,[WPA2-PSK-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,11,2462,-87,-22.913263,-43.180056,7.0,4.0,WIFI
1E:96:38:1B:06:28,BONDE_TERRACE_0003,[WPA3-SAE-CCMP][ESS],2026-04-11T00:14:55Z,2026-04-11T00:15:00Z,4,2427,-70,-22.913263,-43.180056,7.0,4.0,WIFI
