WigleWifi-1.4,appRelease=1.0,device=Evil-Cardputer,model=cardputer
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
06:AA:11:22:33:45,BOTAFOGO_KIOSK_NET,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:54Z,2026-04-11T01:10:00Z,149,5745,-73,-22.946013,-43.182554,7.0,5.5,WIFI
0A:A0:0D:93:52:B3,BOTAFOGO_KIOSK_0052,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,6,2437,-86,-22.946013,-43.182554,7.0,4.0,WIFI
CE:D9:8D:31:DB:9E,URCA_LINK_0038,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,5,2432,-69,-22.946013,-43.182554,7.0,4.0,WIFI
B6:49:FD:F1:78:4A,URCA_LINK_0008,[OPEN],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,4,2427,-76,-22.946013,-43.182554,7.0,4.0,WIFI
02:54:88:99:1E:B6,ATERRO_GUEST_0011,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,11,2462,-70,-22.946013,-43.182554,7.0,4.0,WIFI
FA:57:73:A1:92:5F,ATERRO_GUEST_0031,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,5,2432,-74,-22.946013,-43.182554,7.0,4.0,WIFI
06:F3:DF:5C:D8:26,URCA_LINK_0018,[WPA3-SAE-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,2,2417,-79,-22.946013,-43.182554,7.0,4.0,WIFI
1A:DB:90:AA:CD:F3,PRAIA_VIEW_0049,[WPA3-SAE-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,3,2422,-63,-22.946013,-43.182554,7.0,4.0,WIFI
82:82:96:84:B0:A4,ATERRO_GUEST_0051,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,11,2462,-70,-22.946013,-43.182554,7.0,4.0,WIFI
D2:10:E0:E8:66:D0,URCA_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,1,2412,-65,-22.946013,-43.182554,7.0,4.0,WIFI
FA:3B:64:2D:75:BB,ENSEADA_STUDIO_0025,[OPEN],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,2,2417,-74,-22.946013,-43.182554,7.0,4.0,WIFI
32:74:C1:78:67:CB,ATERRO_HUB_0036,[WPA2-PSK-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,6,2437,-84,-22.946013,-43.182554,7.0,4.0,WIFI
3A:AB:22:7E:0A:08,URCA_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T01:09:55Z,2026-04-11T01:10:00Z,3,2422,-72,-22.946013,-43.182554,7.0,4.0,WIFI
