timestamp,lat,lng,altitude_m,speed_kmh,accuracy_m
2026-04-11T05:20:00Z,-22.91225,-43.23015,6.5,28.0,4.0
2026-04-11T05:20:01Z,-22.91223,-43.230123,6.8,29.8,4.3
2026-04-11T05:20:02Z,-22.91221,-43.230096,7.0,31.5,4.6
2026-04-11T05:20:03Z,-22.912191,-43.230069,7.2,33.2,4.9
2026-04-11T05:20:04Z,-22.912171,-43.230042,7.5,35.0,4.0
2026-04-11T05:20:05Z,-22.912151,-43.230014,7.8,36.8,4.3
2026-04-11T05:20:06Z,-22.912131,-43.229987,8.0,38.5,4.6
2026-04-11T05:20:07Z,-22.912111,-43.22996,8.2,40.2,4.9
2026-04-11T05:20:08Z,-22.912092,-43.229933,8.5,42.0,4.0
2026-04-11T05:20:09Z,-22.912072,-43.229906,8.8,28.0,4.3
2026-04-11T05:20:10Z,-22.912052,-43.229879,9.0,29.8,4.6
2026-04-11T05:20:11Z,-22.912032,-43.229852,6.5,31.5,4.9
2026-04-11T05:20:12Z,-22.912012,-43.229825,6.8,33.2,4.0
2026-04-11T05:20:13Z,-22.911993,-43.229798,7.0,35.0,4.3
2026-04-11T05:20:14Z,-22.911973,-43.229771,7.2,36.8,4.6
2026-04-11T05:20:15Z,-22.911953,-43.229743,7.5,38.5,4.9
2026-04-11T05:20:16Z,-22.911933,-43.229716,7.8,40.2,4.0
2026-04-11T05:20:17Z,-22.911913,-43.229689,8.0,42.0,4.3
2026-04-11T05:20:18Z,-22.911893,-43.229662,8.2,28.0,4.6
2026-04-11T05:20:19Z,-22.911874,-43.229635,8.5,29.8,4.9
2026-04-11T05:20:20Z,-22.911854,-43.229608,8.8,31.5,4.0
2026-04-11T05:20:21Z,-22.911834,-43.229581,9.0,33.2,4.3
2026-04-11T05:20:22Z,-22.911814,-43.229554,6.5,35.0,4.6
2026-04-11T05:20:23Z,-22.911794,-43.229527,6.8,36.8,4.9
2026-04-11T05:20:24Z,-22.911775,-43.2295,7.0,38.5,4.0
2026-04-11T05:20:25Z,-22.911755,-43.229472,7.2,40.2,4.3
2026-04-11T05:20:26Z,-22.911735,-43.229445,7.5,42.0,4.6
2026-04-11T05:20:27Z,-22.911715,-43.229418,7.8,28.0,4.9
2026-04-11T05:20:28Z,-22.911695,-43.229391,8.0,29.8,4.0
2026-04-11T05:20:29Z,-22.911676,-43.229364,8.2,31.5,4.3
2026-04-11T05:20:30Z,-22.911656,-43.229337,8.5,33.2,4.6
2026-04-11T05:20:31Z,-22.911636,-43.22931,8.8,35.0,4.9
2026-04-11T05:20:32Z,-22.911616,-43.229283,9.0,36.8,4.0
2026-04-11T05:20:33Z,-22.911596,-43.229256,6.5,38.5,4.3
2026-04-11T05:20:34Z,-22.911577,-43.229229,6.8,40.2,4.6
2026-04-11T05:20:35Z,-22.911557,-43.229201,7.0,42.0,4.9
2026-04-11T05:20:36Z,-22.911537,-43.229174,7.2,28.0,4.0
2026-04-11T05:20:37Z,-22.911517,-43.229147,7.5,29.8,4.3
2026-04-11T05:20:38Z,-22.911497,-43.22912,7.8,31.5,4.6
2026-04-11T05:20:39Z,-22.911478,-43.229093,8.0,33.2,4.9
2026-04-11T05:20:40Z,-22.911458,-43.229066,8.2,35.0,4.0
2026-04-11T05:20:41Z,-22.911438,-43.229039,8.5,36.8,4.3
2026-04-11T05:20:42Z,-22.911418,-43.229012,8.8,38.5,4.6
2026-04-11T05:20:43Z,-22.911398,-43.228985,9.0,40.2,4.9
2026-04-11T05:20:44Z,-22.911379,-43.228957,6.5,42.0,4.0
2026-04-11T05:20:45Z,-22.911359,-43.22893,6.8,28.0,4.3
2026-04-11T05:20:46Z,-22.911339,-43.228903,7.0,29.8,4.6
