timestamp,lat,lng,altitude_m,speed_kmh,accuracy_m
2026-04-11T04:45:00Z,-22.9526,-43.16645,6.5,10.0,4.0
2026-04-11T04:45:01Z,-22.952582,-43.166479,6.8,10.8,4.3
2026-04-11T04:45:02Z,-22.952565,-43.166508,7.0,11.5,4.6
2026-04-11T04:45:03Z,-22.952547,-43.166537,7.2,12.2,4.9
2026-04-11T04:45:04Z,-22.952529,-43.166566,7.5,13.0,4.0
2026-04-11T04:45:05Z,-22.952512,-43.166594,7.8,13.8,4.3
2026-04-11T04:45:06Z,-22.952494,-43.166623,8.0,14.5,4.6
2026-04-11T04:45:07Z,-22.952476,-43.166652,8.2,15.2,4.9
2026-04-11T04:45:08Z,-22.952459,-43.166681,8.5,16.0,4.0
2026-04-11T04:45:09Z,-22.952441,-43.16671,8.8,10.0,4.3
2026-04-11T04:45:10Z,-22.952423,-43.166739,9.0,10.8,4.6
2026-04-11T04:45:11Z,-22.952406,-43.166768,6.5,11.5,4.9
2026-04-11T04:45:12Z,-22.952388,-43.166797,6.8,12.2,4.0
2026-04-11T04:45:13Z,-22.95237,-43.166826,7.0,13.0,4.3
2026-04-11T04:45:14Z,-22.952353,-43.166854,7.2,13.8,4.6
2026-04-11T04:45:15Z,-22.952335,-43.166883,7.5,14.5,4.9
2026-04-11T04:45:16Z,-22.952317,-43.166912,7.8,15.2,4.0
2026-04-11T04:45:17Z,-22.9523,-43.166941,8.0,16.0,4.3
2026-04-11T04:45:19Z,-22.952282,-43.16697,8.2,10.0,4.6
2026-04-11T04:45:20Z,-22.952265,-43.166999,8.5,10.8,4.9
2026-04-11T04:45:21Z,-22.952247,-43.167028,8.8,11.5,4.0
2026-04-11T04:45:22Z,-22.952229,-43.167057,9.0,12.2,4.3
2026-04-11T04:45:23Z,-22.952212,-43.167086,6.5,13.0,4.6
2026-04-11T04:45:24Z,-22.952194,-43.167115,6.8,13.8,4.9
2026-04-11T04:45:25Z,-22.952176,-43.167143,7.0,14.5,4.0
2026-04-11T04:45:26Z,-22.952159,-43.167172,7.2,15.2,4.3
